siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
005580071,00016,00558007100016,O,,NN,,,2024-03-22T15:40:57,true,1,,88,,,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,64.12,NAP,N,
005580113,00032,00558011300032,O,1985-03-01,NN,,,2024-03-30T02:41:32,false,5,N°26 AU N°30,30,,,,AVENUE,LEON BLUM,44600,SAINT-NAZAIRE,,,44184,,,,,441843740_B,306187.75048596197,6698903.94308531,,,,,,,,,,,,,,,2018-12-20,F,,,,,68.20A,NAFRev2,O,
005580113,00040,00558011300040,O,2018-12-20,01,2023,,2025-12-06T01:11:18,true,2,,13,,,,AVENUE,BARBARA,44570,TRIGNAC,,,44210,,,,,442100039_B,306887.9968967909,6701537.780741722,,,,,,,,,,,,,,,2018-12-31,A,,,,,41.10A,NAFRev2,O,68.20G
005580121,00019,00558012100019,O,1900-01-01,NN,,,2024-03-30T04:43:55,false,4,,101,,,,QUAI,DES FREGATES,44600,SAINT-NAZAIRE,,,44184,,,,,441842309_C,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,
005580121,00035,00558012100035,O,1900-01-01,NN,,,2024-03-30T04:14:24,false,4,,2,,,,RUE,VICTOR FENOUX,29200,BREST,,,29019,,,,,290195150_B,147423.77445017442,6835639.084374874,,,,,,,,,,,,,,,2008-06-03,F,AFO,,,,68.20B,NAFRev2,N,
005580121,00043,00558012100043,O,1900-01-01,NN,,,2024-03-30T04:34:06,false,4,,,,,,BOULEVARD,DE STALINGRAD,76120,LE GRAND-QUEVILLY,,,76322,,,,,763221440_B,556136.9258814387,6925329.284481765,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,
005580121,00068,00558012100068,O,1900-01-01,NN,,,2024-03-30T04:34:06,false,4,,,,,,RUE,EDOUARD LAVOINE,76200,DIEPPE,,,76217,,,,,762171040_B,562294.330591416,6982492.366831973,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,
005580121,00100,00558012100100,O,1979-12-15,NN,,,2024-03-30T04:34:06,true,4,,15,,,,BOULEVARD,DE L'AMIRAL BRUIX,75016,PARIS,,,75116,,,,,751160279_B,647342.0383343688,6864229.987123296,,,,,,,,,,,,,,,2008-06-03,F,,,,,33.15Z,NAFRev2,N,
005580121,00126,00558012100126,O,1981-01-15,NN,,,2024-03-30T04:34:06,false,4,,,,,,RUE,BELLOT,76600,LE HAVRE,,,76351,,,,,763510776_B,491813.9973690834,6935522.079264739,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,
005580121,00134,00558012100134,O,1983-02-07,NN,,,2024-03-30T04:34:06,false,4,,,,,,ROUTE,DES DOCKS FLOTTANTS,59140,DUNKERQUE,,,59183,,,,,591830412_B,655152.0866560892,7106338.064272124,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,
005580147,00030,00558014700030,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,RENE GUY CADOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.11,NAP,N,
005580154,00036,00558015400036,O,1993-11-23,NN,,,2024-03-30T09:04:46,true,3,,10,,,,RUE,DES USINES,44100,NANTES,,,44109,,,,,441098280_B,352228.6925724055,6687463.315881516,,,,,,,,,,,,,,,1996-11-07,F,,,,,74.1J,NAF1993,N,
005580204,00013,00558020400013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,,,,1999-02-27,F,,,,,70.2C,NAF1993,N,
005580212,00016,00558021200016,O,,NN,,,2024-03-22T15:40:57,true,1,,32,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005580238,00011,00558023800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N,
005580261,00013,00558026100013,O,,NN,,,2024-03-22T15:40:57,true,1,,9,,,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,81.21,NAP,N,
005580295,00011,00558029500011,O,,NN,,,2024-03-22T15:40:57,true,1,,33,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,,F,,,,,63.3Z,NAFRev1,N,
005580329,00018,00558032900018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,97.12,NAP,N,
005580345,00022,00558034500022,O,1983-11-14,NN,,,2024-03-22T15:40:57,false,5,VOIE EXPRESSE,40,,,,BD,DE SAINT NAZAIRE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,74.90A,NAFRev2,N,
005580345,00030,00558034500030,O,2008-01-01,NN,,,2024-03-22T15:40:57,true,2,ZI DE BRAIS,10,,,,RUE,ANDERS CELSIUS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,2012-04-25,F,,,,,74.90A,NAFRev2,N,
005580436,00011,00558043600011,O,1955-01-01,NN,,,2024-03-30T07:50:04,false,6,,,,,,BOULEVARD,DES APPRENTIS,44600,SAINT-NAZAIRE,,,44184,,,,,441840290_B,308297.4670752767,6701150.3328642575,,,,,,,,,,,,,,,2009-12-02,F,,,,,70.22Z,NAFRev2,O,
005580436,00052,00558043600052,O,2009-12-02,NN,,,2024-03-30T07:50:05,false,2,,94,,,,BOULEVARD,FLANDRIN,75016,PARIS,,,75116,,,,,751163663_B,646896.4626400267,6863680.495179207,,,,,,,,,,,,,,,2012-07-06,F,,,,,70.22Z,NAFRev2,O,
005580436,00060,00558043600060,O,2012-07-06,NN,,,2025-12-06T00:29:24,true,1,,,,,,RUE,DE SAINT-FIACRE,85640,MOUCHAMPS,,,85153,,,,,851530491_B,390245.5160514251,6638530.901589744,,,,,,,,,,,,,,,2012-07-06,A,,,,,70.22Z,NAFRev2,N,70.20Y
005580469,00038,00558046900038,O,2002-06-25,NN,,,2024-03-22T15:40:57,true,3,,47,,,,RUE,DE L'UNIVERSITE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,,,,2003-12-15,F,,,,,70.2C,NAFRev1,N,
005580501,00012,00558050100012,O,1986-12-25,NN,,,2024-03-30T17:34:38,false,5,,,,,,QUAI,DU COMMERCE,44600,SAINT-NAZAIRE,,,44184,,,,,441841269_C,,,,,,,,,,,,,,,,,2019-12-31,F,STEF,,,,52.10A,NAFRev2,O,
005580501,00020,00558050100020,O,1986-06-01,NN,,,2024-03-30T16:38:48,false,4,,262,,,,BOULEVARD,SAINT-GERMAIN,75007,PARIS,,,75107,,,,,751078619_B,650299.0545122214,6862359.488740078,,,,,,,,,,,,,,,1996-05-01,F,,,,,63.1D,NAF1993,N,
005580501,00038,00558050100038,O,1989-01-01,NN,,,2024-03-30T16:38:48,false,5,,56,,,,BOULEVARD,DU DOYENNE,49100,ANGERS,,,49007,,,,,490072555_B,433818.9460164196,6715743.486588667,,,,,,,,,,,,,,,2009-12-31,F,STEF,,,,52.10A,NAFRev2,O,
005580501,00046,00558050100046,O,1996-05-01,NN,,,2025-12-06T00:46:51,true,4,,93,,,,BOULEVARD,MALESHERBES,75008,PARIS,,,75108,,,,,751085951_B,649764.8893399736,6864498.032381738,,,,,,,,,,,,,,,2021-07-26,A,,,,,66.30Z,NAFRev2,O,66.30Y
005580527,00017,00558052700017,O,,NN,,,2024-03-30T09:02:01,true,1,,,,,,ROUTE,DE NANTES,44160,PONTCHATEAU,,,44129,,,,,441290380_B,316974.18278246047,6715902.910880926,,,,,,,,,,,,,,,1986-12-04,F,,,,,25.03,NAP,N,
005580600,00012,00558060000012,O,,NN,,,2024-03-30T01:04:12,true,1,,84,,,,RUE,DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,,,44184,,,,,441841230_C,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,
005580618,00022,00558061800022,O,1985-04-15,NN,,,2024-03-22T15:40:57,true,5,LE PARC SAVARY,,,,,,BREHADOUR,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O,
005580618,00030,00558061800030,O,1997-12-31,NN,,,2024-03-22T15:40:57,false,4,,52,,,,RUE,D ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O,
005580642,00014,00558064200014,O,,NN,,,2024-03-30T02:21:01,true,1,,,,,,,LE CALVAIRE,44160,PONTCHATEAU,,,44129,,,,,44129B070_C,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,67.04,NAP,N,
005580683,00018,00558068300018,O,1972-01-01,NN,,,2024-03-22T15:40:57,false,4,139-147,3,,,,AV,SAINT SAENS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N,
005580683,00026,00558068300026,O,2015-04-14,NN,,,2024-03-22T15:40:57,true,1,139-147,139,,,,RUE,PAUL VAILLANT COUTURIER,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N,
005580766,00011,00558076600011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,JEAN GUTENBERG,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,
005580782,00018,00558078200018,O,,NN,,,2024-03-22T15:40:57,true,1,,31,,,,PL,DE L HOTEL DE VILLE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,,,1992-09-30,F,,,,,52.6E,NAF1993,N,
005580824,00018,00558082400018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE LA CROIX AMISSE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N,
005610043,00019,00561004300019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80370,HIERMONT,,,80440,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005610142,00019,00561014200019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.01,NAP,N,
005610175,00019,00561017500019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,,,,F,,,,,56.02,NAP,N,
005610324,00013,00561032400013,O,,NN,,,2024-04-25T09:29:46,true,1,,,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.06,NAP,N,
005610399,00015,00561039900015,O,,NN,,,2024-04-25T09:34:14,true,1,,32,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.02,NAP,N,
005610423,00013,00561042300013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80150,BOUFFLERS,,,80118,,,,,,,,,,,,,,,,,,,,,,2000-11-12,F,,,,,81.21,NAP,N,
005610746,00017,00561074600017,O,,NN,,,2024-03-30T10:16:09,true,1,,,,,,PASSAGE,DES ORMES,80550,LE CROTOY,,,80228,,,,,802284q5dsl_B,601817.1504567247,7014101.220312084,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,
005610761,00016,00561076100016,O,1956-01-01,NN,,,2024-03-30T00:23:46,true,1,,,,,,PLACE,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,800010970_B,616476.2845787175,7001470.406790731,,,,,,,,,,,,,,,2001-01-28,F,,,,,52.6E,NAF1993,N,
005610886,00011,00561088600011,O,,NN,,,2024-03-30T18:48:33,true,1,,39,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,616143.6933307206,7002084.806655714,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,
005610928,00011,00561092800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005610936,00014,00561093600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005610993,00023,00561099300023,O,,NN,,,2024-03-30T07:09:08,true,1,,20,,,,RUE,JEAN DE PONTHIEU,80100,ABBEVILLE,,,80001,,,,,800011038_B,616414.4164983301,7001572.9929778995,,,,,,,,,,,,,,,1987-12-31,F,,,,,47.08,NAP,N,
005611009,00019,00561100900019,O,,NN,,,2024-03-22T15:40:57,true,1,,16,,,,PL,DU GENERAL LECLERC,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,1990-01-01,F,,,,,81.21,NAP,N,
005611025,00015,00561102500015,O,,NN,,,2024-04-25T09:40:45,true,1,,8,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N,
005611066,00019,00561106600019,O,,NN,,,2024-03-30T14:33:43,true,1,,34,,,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,803730640_B,596205.7310772339,6988388.654146179,,,,,,,,,,,,,,,1995-06-30,F,,,,,55.4B,NAF1993,N,
005611074,00013,00561107400013,O,1961-01-01,NN,,,2025-12-06T02:22:10,true,3,,88,,,,FG,SUR SOMME,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.42Z,NAFRev2,N,01.42Y
005611215,00012,00561121500012,O,,NN,,,2024-03-30T09:11:48,true,1,,39,,,,RUE,DU GENERAL DE GAULLE,80135,SAINT-RIQUIER,,,80716,,,,,807160340_B,624265.4080052859,7004146.823061964,,,,,,,,,,,,,,,1993-07-20,F,,,,,52.4Y,NAF1993,N,
005611223,00016,00561122300016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,CHE,BARRE DE LA MER,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N,
005611389,00015,00561138900015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005611462,00010,00561146200010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80150,MAISON-PONTHIEU,,,80501,,,,,,,,,,,,,,,,,,,,,,1993-08-24,F,,,,,81.21,NAP,N,
005611744,00011,00561174400011,O,,NN,,,2024-03-30T09:51:22,true,1,,2,,,,AVENUE,DU CHATEAU D’EAU,80550,LE CROTOY,,,80228,,,,,802280250_B,602118.0232782728,7014339.917169866,,,,,,,,,,,,,,,1987-09-30,F,,,,,64.11,NAP,N,
005611751,00016,00561175100016,O,,NN,,,2024-04-25T09:34:38,true,1,,67,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,,,1987-07-14,F,,,,,64.43,NAP,N,
005611827,00014,00561182700014,O,1956-01-01,NN,,,2024-03-30T16:02:04,true,3,,19,,,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,801610065_B,608537.8723581875,7003113.918093317,,,,,,,,,,,,,,,2004-09-30,F,,,,,70.2C,NAFRev1,N,
005611926,00014,00561192600014,O,1956-01-01,NN,,,2024-03-29T23:08:48,true,3,,17,,,,RUE,DE L'ABREUVOIR,80100,ABBEVILLE,,,80001,,,,,800010030_B,616934.3251767794,7000506.636202356,,,,,,,,,,,,,,,1998-12-31,F,,,,,70.2C,NAF1993,N,
005612056,00019,00561205600019,O,,NN,,,2024-03-30T18:07:58,true,1,,28,,,,RUE,DU MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,800011260_B,616527.1002848614,7001370.991309928,,,,,,,,,,,,,,,1990-11-01,F,,,,,64.25,NAP,N,
005612106,00020,00561210600020,O,,NN,,,2024-03-22T15:40:57,true,1,,1,,,,RUE,DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N,
005612114,00016,00561211400016,O,,NN,,,2024-04-25T09:40:42,true,1,,,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,
005612130,00012,00561213000012,O,,NN,,,2024-03-30T13:07:21,true,1,,48,,,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,800011900_B,616815.9118537632,7001042.009981081,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005612288,00018,00561228800018,O,,NN,,,2024-03-30T01:30:04,true,1,,42,,,,AVENUE,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,803330520_B,598083.9859770389,7027864.506850775,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005612296,00011,00561229600011,O,,NN,,,2024-03-29T23:37:01,true,1,,10,,,,RUE,DE CORNEHOTTE,80570,DARGNIES,,,80235,,,,,802350160_B,594173.4146360493,6994929.002106033,,,,,,,,,,,,,,,1987-01-30,F,,,,,64.30,NAP,N,
005612312,00016,00561231200016,O,,NN,,,2024-03-30T08:02:10,true,1,,8,,,,PLACE,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,800010970_B,616422.6186005846,7001405.94275417,,,,,,,,,,,,,,,1993-12-31,F,,,,,52.4C,NAF1993,O,
005612353,00010,00561235300010,O,,NN,,,2024-03-30T03:15:41,true,1,,32,,,,RUE,DE LA BARRIERE,80120,RUE,,,80688,,,,,806880080_B,605606.2585387322,7020115.1132790875,,,,,,,,,,,,,,,1989-12-31,F,,,,,55.60,NAP,N,
005612478,00015,00561247800015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,38.40,NAP,N,
005612502,00012,00561250200012,O,1986-05-01,NN,,,2024-03-30T16:26:37,true,3,,14,,,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,800012000_B,616268.1858988554,7001361.344989077,,,,,,,,,,,,,,,1992-09-04,F,,,,,52.4C,NAF1993,N,
005612577,00014,00561257700014,O,,NN,,,2024-04-25T09:40:58,true,1,,,,,,RUE,DU MARAIS,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005612676,00014,00561267600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N,
005612700,00012,00561270000012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,,,,1987-11-30,F,,,,,81.21,NAP,N,
005612718,00014,00561271800014,O,,NN,,,2024-03-30T17:37:52,true,1,,1,,,,RUE,PILLEVERGUE,80220,BOUTTENCOURT,,,80126,,,,,801260250_B,599125.4401696319,6984217.36081401,,,,,,,,,,,,,,,1989-10-02,F,,,,,38.40,NAP,N,
005612734,00011,00561273400011,O,1956-01-01,NN,,,2024-04-25T09:40:05,true,3,,,,,,RTE,D ABBEVILLE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N,
005620026,00012,00562002600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,
005620034,00016,00562003400016,O,1956-01-01,11,2023,,2025-12-05T20:05:30,true,3,,4,,,,BOULEVARD,DE LA REPUBLIQUE,80100,ABBEVILLE,,,80001,,,,,800011810_B,616852.1960319786,7002013.984577106,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.73A,NAFRev2,O,46.83G
005620034,00024,00562003400024,O,2010-09-01,03,2023,,2025-12-06T00:34:51,false,1,ZONE INDUSTRIELLE,,,,,ZONE,LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES,,,76545,,,,,76545m1wczp_B,563785.301401543,6980103.034818875,,,,,,,,,,,,,,,2010-09-01,A,,,,,46.73A,NAFRev2,O,46.83G
005620034,00032,00562003400032,O,2024-10-14,NN,,,2025-12-05T19:48:51,false,1,ZAC LA BLANCHE TACHE,438,,,,RUE,ROSA LUXEMBOURG,80450,CAMON,,,80164,,,,,801640728_B,653516.27,6978115.6,,,,,,,,,,,,,,,2024-10-14,A,BIGMAT,,,,46.73A,NAFRev2,O,46.83G
005620059,00013,00562005900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,
005620083,00013,00562008300013,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,4,,49,,,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,2002-12-25,F,,,,,74.1J,NAF1993,O,
005620091,00016,00562009100016,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,5,,,,,,RTE,NATIONALE,80132,HAUTVILLERS-OUVILLE,,,80422,,,,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,28.14Z,NAFRev2,O,
005620109,00016,00562010900016,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,RTE,D ANCENNES,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,,,,2002-11-25,F,,,,,45.2V,NAF1993,O,
005620117,00019,00562011700019,O,1900-01-01,02,2023,,2025-12-06T04:34:24,true,7,,10,,12,,RUE,DE LA TANNERIE,80100,ABBEVILLE,,,80001,,,,,800012130_B,616580.68,7001220.98,,,,,,,,,,,,,,,2017-12-07,A,DUBOIS,,,DUBOIS,46.69C,NAFRev2,O,46.64K
005620117,00027,00562011700027,O,1994-05-01,NN,,,2025-12-05T22:55:18,false,4,,17,,,,RUE,DE METZ,80000,AMIENS,,,80021,,,,,800215700_B,649271.492358715,6977609.019000849,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,N,46.64J
005620158,00013,00562015800013,O,1956-01-01,NN,,,2025-12-05T17:32:46,true,3,,46,,,,AVENUE,HENRI RENARD,80120,QUEND,,,80649,,,,,806491520_B,597058.481444871,7025829.174269003,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,68.20H
005620174,00010,00562017400010,O,1956-01-01,NN,,1061AZ,2024-03-30T05:10:37,false,6,,,,,,RUE,DU MOULIN,80132,CAHON,,,80161,,,,,801610045_B,608753.2332938412,7003010.54355549,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.61A,NAFRev2,N,
005620174,00028,00562017400028,O,2015-12-15,NN,,,2024-03-30T05:40:00,false,2,,27,,,,ROUTE,DE CHAUNY,80400,HAM,,,80410,,,,,804100250_B,706479.5046117873,6960246.696961348,,,,,,,,,,,,,,,2023-01-26,F,,,,,45.20A,NAFRev2,N,
005620174,00036,00562017400036,O,2016-01-01,NN,,4520AA,2024-08-02T14:14:22,true,4,,22,,,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,801610065_B,608654.001922506,7003272.739424175,,,,,,,,,,,,,,,2024-04-30,F,,,,,45.20A,NAFRev2,N,
005620190,00024,00562019000024,O,1986-04-30,NN,,,2024-03-30T03:46:22,false,4,,21,,,,RUE,GONTIER PATIN,80100,ABBEVILLE,,,80001,,,,,800010824_B,616447.1954589164,7001585.983090869,,,,,,,,,,,,,,,1998-03-23,F,,,,,60.2B,NAF1993,O,
005620190,00032,00562019000032,O,1998-03-23,NN,,,2024-03-30T03:53:02,false,5,,4,,,,PLACE,DU PILORI,80100,ABBEVILLE,,,80001,,,,,800011560_B,616591.1096429906,7001607.466607064,,,,,,,,,,,,,,,2010-02-22,F,,,,,49.39A,NAFRev2,O,
005620190,00040,00562019000040,O,2010-02-22,NN,,,2024-03-30T03:58:04,false,2,ZONE INDUSTRIELLE,,,,,RUE,VENTOSE,80100,ABBEVILLE,,,80001,,,,,800012235_B,618537.7870940086,7001110.594786307,,,,,,,,,,,,,,,2016-01-01,F,,,,,49.39A,NAFRev2,O,
005620190,00057,00562019000057,O,2014-09-23,NN,,,2025-12-06T04:50:00,false,1,,,,,,,SAINTE CROIX,76470,LE TREPORT,,,76711,,,,,76711B014_C,,,,,,,,,,,,,,,,,2014-09-23,A,,,,,49.39A,NAFRev2,N,49.31H
005620190,00065,00562019000065,O,2016-01-01,22,2023,,2025-12-05T23:52:24,true,1,,,,,,RTE,DES DEUX VALLEES,80100,ABBEVILLE,,,80001,,,,,800012197_C,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,49.39A,NAFRev2,O,49.31H
005620265,00016,00562026500016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,CHE,DU HALAGE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
